BioSample_s	BioSampleModel_s	Cultivar_s	Experiment_s	ID_s	InsertSize_l	LibraryLayout_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	Plant_s	ReleaseDate_s	Rice_Field_s	Run_s	SRA_Sample_s	Sample_Name_s	collection_date_s	env_biome_s	env_feature_s	env_material_s	geo_loc_name_s	host_s	lat_lon_s	Assay_Type_s	AssemblyName_s	BioProject_s	Center_Name_s	Consent_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	SRA_Study_s	g1k_analysis_group_s	g1k_pop_code_s	source_s
SAMN02929809	MIMS.me	Glab_E	SRX660247	JE.Soil.139	250	PAIRED	GHRun1	2016-06-09	12	7	<not provided>	2014-07-26	<not provided>	SRR1524658	SRS665246	JE.Soil.139	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929810	MIMS.me	Soil	SRX660248	JE.Soil.141	250	PAIRED	GHRun1	2016-06-09	15	9	<not provided>	2014-07-26	<not provided>	SRR1524660	SRS665247	JE.Soil.141	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk Soil	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929811	MIMS.me	Glab_B	SRX660249	JE.Soil.142	250	PAIRED	GHRun1	2016-06-09	17	10	<not provided>	2014-07-26	<not provided>	SRR1524662	SRS665248	JE.Soil.142	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929812	MIMS.me	Glab_B	SRX660250	JE.Soil.143	250	PAIRED	GHRun1	2016-06-09	18	11	<not provided>	2014-07-26	<not provided>	SRR1524664	SRS665249	JE.Soil.143	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929813	MIMS.me	Glab_B	SRX660251	JE.Soil.144	250	PAIRED	GHRun1	2016-06-09	15	9	<not provided>	2014-07-26	<not provided>	SRR1524666	SRS665250	JE.Soil.144	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929814	MIMS.me	Soil	SRX660252	JE.Soil.147	250	PAIRED	GHRun1	2014-07-25	11	6	<not provided>	2014-07-26	<not provided>	SRR1524667	SRS665251	JE.Soil.147	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Pre_planting	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929815	MIMS.me	Soil	SRX660253	JE.Soil.148	250	PAIRED	GHRun1	2014-07-25	21	11	<not provided>	2014-07-26	<not provided>	SRR1524669	SRS665252	JE.Soil.148	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Pre_planting	USA: Sacramento, California	Oryza sativa	38.58575 N 121.596911 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929816	MIMS.me	Soil	SRX660254	JE.Soil.149	250	PAIRED	GHRun1	2014-07-25	13	7	<not provided>	2014-07-26	<not provided>	SRR1524671	SRS665253	JE.Soil.149	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Pre_planting	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929817	MIMS.me	Soil	SRX660255	JE.Soil.150	250	PAIRED	GHRun1	2014-07-25	12	6	<not provided>	2014-07-26	<not provided>	SRR1524672	SRS665254	JE.Soil.150	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Pre_planting	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929818	MIMS.me	Soil	SRX660256	JE.Soil.177	250	PAIRED	GHRun1	2016-06-09	39	23	<not provided>	2014-07-26	<not provided>	SRR1524676	SRS665255	JE.Soil.177	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk Soil	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929819	MIMS.me	Nipponebare	SRX660257	JE.Soil.178	250	PAIRED	GHRun1	2016-06-09	70	40	<not provided>	2014-07-26	<not provided>	SRR1524678	SRS665256	JE.Soil.178	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929820	MIMS.me	Nipponebare	SRX660258	JE.Soil.179	250	PAIRED	GHRun1	2016-06-09	28	16	<not provided>	2014-07-26	<not provided>	SRR1524680	SRS665257	JE.Soil.179	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929821	MIMS.me	Nipponebare	SRX660259	JE.Soil.180	250	PAIRED	GHRun1	2016-06-09	26	14	<not provided>	2014-07-26	<not provided>	SRR1524681	SRS665258	JE.Soil.180	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929822	MIMS.me	Soil	SRX660260	JE.Soil.181	250	PAIRED	GHRun1	2016-06-09	37	21	<not provided>	2014-07-26	<not provided>	SRR1524683	SRS665259	JE.Soil.181	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk Soil	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929823	MIMS.me	M104	SRX660261	JE.Soil.182	250	PAIRED	GHRun1	2016-06-09	33	19	<not provided>	2014-07-26	<not provided>	SRR1524685	SRS665260	JE.Soil.182	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929824	MIMS.me	M104	SRX660262	JE.Soil.183	250	PAIRED	GHRun1	2016-06-09	44	25	<not provided>	2014-07-26	<not provided>	SRR1524689	SRS665261	JE.Soil.183	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929825	MIMS.me	M104	SRX660263	JE.Soil.184	250	PAIRED	GHRun1	2016-06-09	40	21	<not provided>	2014-07-26	<not provided>	SRR1524693	SRS665263	JE.Soil.184	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929826	MIMS.me	Soil	SRX660264	JE.Soil.185	250	PAIRED	GHRun1	2016-06-09	23	13	<not provided>	2014-07-26	<not provided>	SRR1524695	SRS665262	JE.Soil.185	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk Soil	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929827	MIMS.me	IR50	SRX660269	JE.Soil.186	250	PAIRED	GHRun1	2016-06-09	33	19	<not provided>	2014-07-26	<not provided>	SRR1524697	SRS665268	JE.Soil.186	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929828	MIMS.me	IR50	SRX660270	JE.Soil.187	250	PAIRED	GHRun1	2016-06-09	34	19	<not provided>	2014-07-26	<not provided>	SRR1524698	SRS665269	JE.Soil.187	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929829	MIMS.me	IR50	SRX660271	JE.Soil.188	250	PAIRED	GHRun1	2016-06-09	32	17	<not provided>	2014-07-26	<not provided>	SRR1524699	SRS665270	JE.Soil.188	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929830	MIMS.me	Soil	SRX660272	JE.Soil.189	250	PAIRED	GHRun1	2016-06-09	42	24	<not provided>	2014-07-26	<not provided>	SRR1524700	SRS665271	JE.Soil.189	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk Soil	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929831	MIMS.me	93-11	SRX660273	JE.Soil.190	250	PAIRED	GHRun1	2016-06-09	19	11	<not provided>	2014-07-26	<not provided>	SRR1524701	SRS665272	JE.Soil.190	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929832	MIMS.me	93-11	SRX660274	JE.Soil.191	250	PAIRED	GHRun1	2016-06-09	31	18	<not provided>	2014-07-26	<not provided>	SRR1524703	SRS665273	JE.Soil.191	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929833	MIMS.me	93-11	SRX660275	JE.Soil.192	250	PAIRED	GHRun1	2016-06-09	51	27	<not provided>	2014-07-26	<not provided>	SRR1524704	SRS665274	JE.Soil.192	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929834	MIMS.me	Soil	SRX660303	JE.Soil.193	250	PAIRED	GHRun1	2016-06-09	36	20	<not provided>	2014-07-26	<not provided>	SRR1524705	SRS665302	JE.Soil.193	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk Soil	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929835	MIMS.me	Glab_E	SRX660304	JE.Soil.194	250	PAIRED	GHRun1	2016-06-09	14	8	<not provided>	2014-07-26	<not provided>	SRR1524707	SRS665303	JE.Soil.194	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929836	MIMS.me	Glab_E	SRX660305	JE.Soil.195	250	PAIRED	GHRun1	2016-06-09	30	17	<not provided>	2014-07-26	<not provided>	SRR1524709	SRS665304	JE.Soil.195	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929837	MIMS.me	Glab_E	SRX660306	JE.Soil.196	250	PAIRED	GHRun1	2016-06-09	35	18	<not provided>	2014-07-26	<not provided>	SRR1524711	SRS665305	JE.Soil.196	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929838	MIMS.me	Soil	SRX660307	JE.Soil.197	250	PAIRED	GHRun1	2016-06-09	37	21	<not provided>	2014-07-26	<not provided>	SRR1524713	SRS665306	JE.Soil.197	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Bulk Soil	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929839	MIMS.me	Glab_B	SRX660308	JE.Soil.198	250	PAIRED	GHRun1	2016-06-09	41	24	<not provided>	2014-07-26	<not provided>	SRR1524715	SRS665307	JE.Soil.198	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929840	MIMS.me	Glab_B	SRX660309	JE.Soil.199	250	PAIRED	GHRun1	2016-06-09	32	19	<not provided>	2014-07-26	<not provided>	SRR1524717	SRS665308	JE.Soil.199	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929841	MIMS.me	Glab_B	SRX660310	JE.Soil.200	250	PAIRED	GHRun1	2016-06-09	32	18	<not provided>	2014-07-26	<not provided>	SRR1524719	SRS665309	JE.Soil.200	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929842	MIMS.me	Nipponebare	SRX660311	JE.Soil.202	250	PAIRED	GHRun1	2016-06-09	69	40	<not provided>	2014-07-26	<not provided>	SRR1524720	SRS665310	JE.Soil.202	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929843	MIMS.me	Nipponebare	SRX660312	JE.Soil.204	250	PAIRED	GHRun1	2016-06-09	36	18	<not provided>	2014-07-26	<not provided>	SRR1524725	SRS665311	JE.Soil.204	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929844	MIMS.me	M104	SRX660313	JE.Soil.206	250	PAIRED	GHRun1	2016-06-09	36	20	<not provided>	2014-07-26	<not provided>	SRR1524727	SRS665312	JE.Soil.206	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929845	MIMS.me	M104	SRX660314	JE.Soil.208	250	PAIRED	GHRun1	2016-06-09	50	26	<not provided>	2014-07-26	<not provided>	SRR1524729	SRS665313	JE.Soil.208	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929846	MIMS.me	IR50	SRX660315	JE.Soil.210	250	PAIRED	GHRun1	2016-06-09	75	43	<not provided>	2014-07-26	<not provided>	SRR1524731	SRS665314	JE.Soil.210	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929847	MIMS.me	IR50	SRX660316	JE.Soil.211	250	PAIRED	GHRun1	2016-06-09	18	10	<not provided>	2014-07-26	<not provided>	SRR1524733	SRS665315	JE.Soil.211	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929848	MIMS.me	IR50	SRX660317	JE.Soil.212	250	PAIRED	GHRun1	2016-06-09	26	13	<not provided>	2014-07-26	<not provided>	SRR1524735	SRS665316	JE.Soil.212	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929849	MIMS.me	93-11	SRX660321	JE.Soil.214	250	PAIRED	GHRun1	2016-06-09	24	14	<not provided>	2014-07-26	<not provided>	SRR1524737	SRS665320	JE.Soil.214	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929850	MIMS.me	93-11	SRX660322	JE.Soil.215	250	PAIRED	GHRun1	2016-06-09	28	16	<not provided>	2014-07-26	<not provided>	SRR1524739	SRS665321	JE.Soil.215	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929851	MIMS.me	93-11	SRX660323	JE.Soil.216	250	PAIRED	GHRun1	2016-06-09	36	19	<not provided>	2014-07-26	<not provided>	SRR1524741	SRS665322	JE.Soil.216	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929852	MIMS.me	Glab_E	SRX660324	JE.Soil.218	250	PAIRED	GHRun1	2016-06-09	40	23	<not provided>	2014-07-26	<not provided>	SRR1524742	SRS665323	JE.Soil.218	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929853	MIMS.me	Glab_E	SRX660325	JE.Soil.219	250	PAIRED	GHRun1	2016-06-09	32	18	<not provided>	2014-07-26	<not provided>	SRR1524744	SRS665324	JE.Soil.219	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929854	MIMS.me	Glab_E	SRX660326	JE.Soil.220	250	PAIRED	GHRun1	2016-06-09	33	18	<not provided>	2014-07-26	<not provided>	SRR1524746	SRS665325	JE.Soil.220	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929855	MIMS.me	Glab_B	SRX660338	JE.Soil.222	250	PAIRED	GHRun1	2016-06-09	25	14	<not provided>	2014-07-26	<not provided>	SRR1524748	SRS665337	JE.Soil.222	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929856	MIMS.me	Glab_B	SRX660339	JE.Soil.223	250	PAIRED	GHRun1	2016-06-09	26	15	<not provided>	2014-07-26	<not provided>	SRR1524750	SRS665338	JE.Soil.223	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Rhizoplane	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
SAMN02929857	MIMS.me	Glab_B	SRX660340	JE.Soil.224	250	PAIRED	GHRun1	2016-06-09	33	18	<not provided>	2014-07-26	<not provided>	SRR1524753	SRS665339	JE.Soil.224	2013-05-06	Greenhouse Soil	Transported Soil in the Greenhouse	Endosphere	USA: Arbuckle, California	Oryza sativa	39.011732 N 121.922118 W	AMPLICON	<not provided>	PRJNA255789	UC DAVIS	public	PCR	METAGENOMIC	root metagenome	ILLUMINA	SRP044745	<not provided>	<not provided>	<not provided>
